30	67	30
8	63	49
9	24	38
31	89	57
75	68	67
1	80	26
5	78	97
7	24	39
13	20	61
22	65	26
65	65	46
27	35	31
81	30	83
72	1	83
93	40	27
59	57	6
80	4	63
64	57	13
6	70	94
8	18	92
28	70	42
61	78	55
10	29	13
54	57	7
48	4	95
54	67	25
58	11	17
61	79	17
18	78	7
82	97	80
54	97	57
26	44	67
56	5	46
26	93	8
90	73	28
3	72	92
75	20	66
35	52	24
12	38	33
90	72	32
30	94	38
2	81	57
64	24	4
26	51	38
47	13	34
86	77	97
23	73	84
36	85	59
100	21	19
99	7	73
87	26	1
6	54	13
99	50	82
7	38	95
35	21	65
30	63	9
15	8	87
74	72	63
65	75	13
21	83	41
83	3	6
76	80	44
34	66	92
16	53	55
92	51	56
2	16	81
71	93	2
17	70	55
35	43	33
41	27	24
55	42	10
57	25	33
9	46	99
79	10	83
98	21	94
15	53	27
60	49	21
91	80	36
95	34	8
66	79	71
26	45	32
33	76	93
66	39	29
64	9	36
94	4	55
51	88	74
44	5	2
14	52	16
4	94	15
29	44	27
94	69	87
96	80	45
63	93	52
54	58	18
34	97	15
68	74	94
50	48	28
71	21	96
34	3	38
3	91	45
99	73	99
13	82	50
91	25	87
33	82	12
41	87	3
44	15	85
57	4	77
84	3	99
49	98	73
17	66	10
30	56	25
89	48	68
47	39	32
98	75	93
80	8	12
21	93	81
97	32	11
15	69	72
81	9	69
52	45	98
6	27	33
45	17	59
85	46	69
4	97	17
35	48	30
87	86	27
26	2	79
4	97	62
100	38	36
77	96	73
95	9	75
42	63	29
25	88	40
57	64	97
25	58	95
67	95	58
50	71	48
18	48	2
59	82	84
48	46	19
52	81	2
77	78	64
35	83	22
39	51	2
96	15	84
78	42	61
12	92	21
65	17	25
10	49	27
12	63	10
87	82	77
69	77	44
100	14	97
76	68	38
48	40	43
87	64	31
26	33	46
81	91	24
42	24	42
39	39	52
82	72	11
11	11	100
69	81	67
71	11	54
16	51	61
24	61	13
47	52	74
40	73	58
58	14	78
71	72	15
56	97	65
65	5	55
89	56	75
52	43	80
85	18	58
84	64	28
7	34	44
86	10	53
90	27	31
58	17	25
39	29	100
7	52	18
86	75	89
77	3	88
69	77	38
41	35	65
95	9	71
85	42	99
32	76	56
32	22	52
14	70	27
8	6	62
22	36	94
94	77	77
35	90	12
97	52	19
32	79	14
30	28	94
59	78	39
64	100	74
71	76	5
6	17	89
6	92	71
53	58	38
54	34	98
67	89	14
55	13	2
74	24	88
19	96	31
54	13	51
11	32	41
17	60	58
80	8	65
79	9	24
64	72	7
19	90	10
85	1	84
79	30	33
28	37	38
42	71	26
65	4	92
95	36	96
40	64	69
5	88	55
58	63	76
9	63	97
23	60	56
100	15	37
67	78	36
55	64	17
49	97	45
98	25	2
94	36	70
42	30	7
32	9	28
32	52	40
96	49	26
54	39	93
36	88	30
19	70	70
26	83	35
24	19	95
7	6	51
83	5	33
62	93	10
93	20	65
66	18	26
50	63	44
2	3	50
43	92	40
27	21	1
57	94	7
25	17	86
31	80	33
61	80	85
3	59	6
6	78	7
46	75	17
40	33	68
54	1	67
22	80	78
84	62	84
24	94	48
78	23	78
21	2	57
83	78	1
3	24	82
13	94	26
37	21	17
68	26	37
14	90	59
36	55	31
52	98	48
96	23	51
46	52	66
55	4	64
85	22	18
99	16	44
34	7	86
82	58	40
48	96	14
80	4	50
38	52	22
2	96	24
34	31	26
12	65	58
61	4	83
76	75	83
73	44	34
48	25	52
23	75	97
5	64	12
31	90	35
77	9	65
18	79	76
37	97	99
9	78	12
57	39	91
9	3	17
67	22	18
67	95	1
90	48	72
40	88	86
60	50	7
26	3	76
96	27	18
20	91	93
27	12	72
33	19	46
72	35	56
76	99	8
39	26	62
89	31	87
18	39	10
28	30	30
96	14	31
10	69	49
64	54	49
67	22	59
17	41	18
89	65	48
38	29	57
56	85	85
6	74	6
92	88	19
98	8	92
90	28	59
34	63	94
21	42	99
87	50	65
4	37	36
100	63	35
52	81	71
55	34	58
43	57	28
28	1	88
52	79	69
87	13	84
27	91	48
88	75	90
87	100	89
43	70	90
35	52	46
75	88	99
79	33	30
39	67	85
56	69	69
47	17	43
40	86	94
84	56	37
83	19	29
12	61	45
23	30	4
97	24	43
18	23	51
49	5	85
60	59	50
92	24	57
78	31	7
9	82	17
20	80	25
62	37	54
73	54	64
23	81	34
46	35	32
38	39	77
7	35	79
75	86	22
94	85	83
48	81	45
27	56	37
76	25	4
23	68	56
90	100	10
58	21	22
15	64	91
25	93	13
12	50	57
34	74	99
84	35	88
7	3	69
17	80	83
14	46	32
34	9	69
78	40	6
27	41	66
14	50	72
92	18	58
27	68	74
30	79	99
81	35	100
7	40	32
67	75	75
33	56	69
80	82	20
24	51	59
27	95	74
60	31	50
72	14	31
68	62	62
84	16	64
21	28	94
66	19	8
33	11	85
35	29	55
87	46	46
17	40	96
90	34	49
34	86	87
44	12	38
70	66	34
39	95	79
63	67	70
53	71	5
17	9	27
65	9	74
91	21	19
27	93	51
50	77	80
95	44	22
9	70	68
81	85	13
91	74	88
77	97	6
70	41	45
8	69	45
15	21	21
32	21	67
34	11	87
14	58	1
59	54	24
27	39	11
9	98	78
6	24	91
27	66	59
20	47	94
22	6	81
74	39	100
16	25	44
70	78	25
73	70	40
93	5	16
38	5	89
3	68	72
15	11	9
76	16	6
31	83	13
81	45	62
93	92	43
52	7	3
20	35	67
53	44	28
48	48	78
17	12	35
81	79	50
99	90	98
17	65	97
21	62	77
59	35	79
31	41	18
32	1	27
20	86	62
26	47	74
70	25	33
14	49	33
71	40	30
61	25	54
23	86	49
77	78	97
74	42	31
61	94	66
46	29	50
99	78	46
26	78	16
34	26	1
75	35	17
20	5	44
35	60	64
13	31	24
66	30	41
28	88	75
79	76	64
26	41	27
39	35	54
76	16	34
91	40	95
1	6	81
29	50	32
94	98	67
22	78	61
20	99	77
91	78	28
99	85	35
89	40	39
4	11	54
29	76	63
42	88	7
54	97	18
80	41	85
12	83	41
80	71	18
81	57	94
89	32	62
33	6	86
53	47	63
24	87	49
44	14	81
9	36	30
7	7	50
46	74	96
49	96	22
100	48	5
54	19	67
15	71	30
82	52	84
83	79	98
23	61	97
10	28	83
68	63	77
59	23	49
91	98	46
80	42	97
30	91	20
96	36	39
27	38	20
66	44	6
2	50	7
20	21	16
75	74	82
48	10	3
7	28	82
72	45	93
60	26	61
72	13	41
6	24	48
76	81	77
47	29	70
20	16	72
44	38	61
88	34	80
11	83	36
95	14	66
69	59	3
71	47	62
24	14	13
88	39	30
26	55	50
11	59	90
79	47	11
71	69	55
75	10	38
5	25	78
39	80	58
95	85	84
94	75	9
93	84	32
79	83	8
30	62	46
57	80	25
12	78	58
23	62	83
1	13	53
69	88	62
7	33	3
81	38	40
92	17	82
68	77	23
40	56	46
62	1	36
20	42	22
18	5	41
12	71	62
54	87	78
6	39	68
80	59	80
41	9	76
65	1	16
62	16	7
71	73	82
46	41	19
17	98	27
67	21	88
66	52	72
38	90	40
74	24	100
39	43	13
99	23	48
99	18	42
60	99	1
10	66	57
43	50	39
91	19	21
31	92	58
37	22	67
4	83	77
19	21	22
11	65	70
66	43	51
14	87	55
2	61	58
85	51	13
20	79	100
53	40	21
90	80	28
38	39	84
86	50	36
14	8	49
53	71	93
73	31	75
13	56	15
75	18	100
85	30	62
50	1	47
27	94	33
28	41	38
24	67	77
49	73	76
69	18	68
52	69	1
57	92	67
47	7	57
64	58	83
49	44	81
7	100	16
18	74	45
31	81	26
24	4	5
29	96	85
64	18	7
82	96	55
28	76	68
7	48	41
72	82	63
52	2	63
63	77	96
9	64	66
70	25	75
56	38	83
80	2	36
77	13	13
52	7	100
93	62	30
71	60	82
27	96	33
80	50	18
85	40	93
85	99	16
94	53	30
58	1	76
21	81	76
84	82	59
15	80	7
95	90	14
51	31	56
90	87	30
1	100	19
65	54	82
18	48	40
100	31	89
80	13	46
42	42	27
54	99	57
27	17	64
14	68	65
94	36	20
75	3	96
23	52	41
44	37	25
40	81	24
87	67	10
67	44	12
43	45	96
46	86	62
36	12	82
97	59	2
31	21	93
84	11	93
27	2	56
1	3	24
94	1	2
36	53	27
93	6	95
20	30	21
68	78	66
36	80	41
59	83	37
29	34	20
28	68	46
68	45	83
65	87	95
82	68	9
65	41	17
25	20	77
90	65	13
85	99	59
67	10	86
5	66	3
97	88	85
58	95	49
100	47	41
61	66	89
72	36	63
15	45	59
19	7	91
97	80	43
63	17	83
32	70	52
92	74	37
65	37	34
5	30	16
49	59	23
93	4	68
55	17	58
89	39	90
84	7	89
57	39	67
57	57	72
29	20	24
45	33	64
39	12	35
25	54	49
8	32	82
72	91	40
16	100	18
46	55	84
79	21	35
35	82	42
95	31	33
65	34	40
94	32	12
53	24	19
3	11	46
43	98	61
40	44	60
10	56	70
23	25	43
38	64	87
91	70	77
56	25	91
95	40	50
58	14	41
72	66	83
15	88	20
29	19	49
36	56	30
60	64	37
93	26	35
88	91	76
26	93	55
50	26	3
63	49	2
4	91	72
31	98	10
11	17	9
19	12	19
36	39	25
2	100	95
75	27	66
63	25	4
16	91	10
68	68	66
77	92	62
10	37	41
20	42	77
99	77	45
41	97	77
6	61	92
67	52	98
36	59	52
77	57	5
22	20	75
35	64	8
12	13	30
26	61	38
96	60	92
43	44	13
75	45	40
92	71	10
20	1	57
23	63	60
30	2	59
67	1	23
89	51	66
29	9	58
17	36	56
87	62	12
82	24	34
98	94	66
69	14	64
32	30	1
12	61	65
2	27	43
57	40	30
9	6	14
89	15	57
88	38	37
88	90	24
70	72	74
53	78	29
100	8	61
94	18	36
76	98	59
39	39	1
47	42	14
62	19	17
88	52	98
22	11	37
58	28	97
20	97	66
59	78	46
82	40	92
66	46	18
52	35	33
73	29	96
8	7	66
75	11	61
52	60	84
35	85	75
14	29	53
64	40	82
7	29	7
34	17	40
34	91	6
74	97	54
9	28	61
52	23	25
75	66	93
67	20	64
14	8	15
90	45	1
66	49	69
36	84	95
89	6	70
100	89	29
71	8	67
82	49	8
87	61	8
93	16	100
95	53	20
63	96	15
79	10	33
41	10	72
40	46	61
19	60	95
2	53	41
98	21	71
63	92	73
33	49	63
34	47	56
75	19	54
87	68	63
96	47	90
66	4	78
54	32	77
77	35	29
73	41	69
75	99	10
74	83	60
49	73	33
89	88	80
41	73	85
33	71	43
39	71	35
12	60	87
86	79	26
22	52	69
56	55	97
47	51	40
97	88	3
48	63	4
41	30	77
54	64	1
11	13	24
61	36	80
10	92	21
59	22	86
1	18	31
82	68	54
13	61	49
7	26	52
88	99	71
62	25	22
74	89	100
67	64	49
43	92	49
13	62	35
79	72	51
64	16	43
18	8	24
8	38	26
46	75	26
37	6	62
72	58	46
22	35	92
48	15	95
75	57	90
22	43	95
11	55	68
71	9	54
29	60	23
87	56	42
10	33	7
19	4	94
68	51	11
70	24	53
43	77	72
11	52	28
55	40	61
64	30	5
47	63	70
63	84	63
36	83	23
93	55	97
76	30	79
83	14	24
94	42	6
48	66	68
47	79	39
48	39	23
87	47	22
70	50	35
5	50	92
96	91	64
70	6	15
41	29	49
66	89	97
34	68	80
61	64	80
41	98	54
53	80	68
11	24	26
90	47	19
80	12	100
91	96	84
15	2	47
93	69	46
57	30	36
51	40	76
64	12	56
2	55	83
52	84	44
50	56	11
27	49	12
4	64	12
41	25	45
78	43	87
58	76	83
66	22	10
62	60	9
57	68	38
10	67	29
24	78	86
75	82	57
46	95	80
12	85	62
90	12	15
58	86	24
73	19	83
30	87	92
12	83	4
65	7	72
66	29	85
96	7	97
36	76	95
48	30	80
38	67	31
37	77	64
100	2	70
37	2	34
6	8	49
80	58	41
15	15	12
77	81	93
25	64	99
73	16	57
33	9	45
61	55	21
96	16	69
38	47	8
27	82	34
62	35	36
9	39	10
95	14	52
15	81	41
33	6	46
25	56	80
22	20	62
94	56	39
42	2	19
47	77	59
67	61	20
45	71	66
9	50	44
49	78	24
98	37	17
86	7	43
1	55	69
77	23	70
6	29	64
51	41	13
95	52	89
3	25	88
45	39	16
85	79	94
53	58	97
83	14	61
24	92	88
54	77	67
82	34	27
66	63	50
21	72	91
15	84	49
18	48	87
40	96	36
77	37	86
18	42	44
33	24	94
89	52	60
7	25	90
53	70	65
32	83	24
59	4	46
73	80	78
52	11	33
64	59	43
68	81	20
35	22	42
89	84	13
26	93	21
66	92	40
71	66	45
73	36	42
53	9	86
34	11	21
63	87	30
28	29	59
83	26	40
78	37	22
92	23	25
23	12	17
74	11	57
52	93	63
61	5	56
79	12	7
13	53	81
14	74	35
29	36	73
82	39	36
69	66	93
20	85	44
19	88	16
35	66	27
53	18	16
42	74	1
19	52	4
16	10	64
89	77	44
87	52	96
34	63	16
88	66	95
46	88	41
13	57	100
69	45	39
69	2	62
56	54	18
57	46	79
74	34	97
52	80	82
89	95	24
94	23	58
43	48	92
39	92	77
74	90	21
42	38	89
36	31	80
55	23	23
25	26	28
98	84	9
42	63	44
66	18	4
43	79	69
62	55	55
27	60	30
23	10	66
13	49	38
14	91	16
16	25	91
58	37	50
96	77	84
65	41	6
30	21	62
67	51	10
49	92	25
64	46	90
49	98	85
5	34	67
24	25	88
61	89	46
36	51	11
90	72	80
96	48	18
79	98	95
94	10	59
16	69	29
53	99	57
78	53	5
85	69	2
33	94	17
57	94	37
62	87	24
96	80	69
42	58	65
12	64	86
1	41	46
82	56	34
62	69	11
97	4	46
11	27	25
33	5	85
78	64	61
2	52	26
60	30	58
87	50	15
41	67	90
67	32	16
85	4	45
87	73	15
74	25	73
61	11	90
60	55	51
15	1	52
45	21	28
71	56	9
90	85	22
76	51	9
27	16	52
52	43	25
98	53	70
82	74	29
69	13	55
39	74	32
37	64	72
53	99	44
83	60	60
23	71	7
24	100	72
1	37	62
91	25	24
25	45	66
97	100	84
92	46	18
50	92	59
79	36	17
22	67	44
98	12	31
30	19	84
37	96	25
10	47	19
74	99	16
4	92	69
53	14	15
80	14	37
13	28	91
94	61	58
77	55	70
42	35	93
74	26	79
47	87	68
5	15	86
67	78	8
5	50	20
5	54	16
96	51	73
39	26	78
91	53	51
70	83	8
5	78	56
40	30	84
21	38	33
16	33	29
72	62	2
6	2	72
36	81	25
87	33	62
6	9	34
7	18	9
49	53	22
98	74	84
75	27	80
81	25	100
46	87	43
75	13	83
42	10	43
16	22	51
34	69	79
47	53	92
27	97	25
99	77	86
45	62	3
26	62	94
30	38	11
11	99	54
31	33	88
66	38	50
24	47	16
47	51	13
70	83	84
69	82	72
73	85	16
1	49	29
72	82	84
42	3	40
33	40	27
23	35	100
10	28	43
90	91	64
5	28	76
94	97	100
59	81	31
41	13	10
4	60	5
63	54	91
74	25	99
1	61	63
78	95	64
16	21	5
91	25	32
77	52	77
60	71	100
85	11	46
48	39	4
88	19	3
11	27	24
100	75	32
31	72	51
99	43	43
72	23	14
55	80	86
61	81	21
64	50	46
31	19	32
72	67	62
1	47	36
60	64	18
47	99	60
40	99	92
31	56	25
59	11	59
13	95	24
31	60	4
3	55	56
25	6	15
87	36	69
21	15	80
45	85	83
43	11	52
79	19	51
1	9	77
33	30	57
31	98	75
66	5	89
61	70	81
72	33	57
87	11	58
18	34	18
63	99	58
77	52	58
18	62	48
85	51	78
98	30	92
91	77	5
24	11	68
67	84	42
82	92	54
52	20	16
7	75	79
40	1	45
3	42	76
33	8	69
73	9	51
25	81	60
77	27	48
16	12	63
15	99	89
35	76	84
49	84	54
26	33	34
87	56	45
38	55	41
1	55	61
35	61	19
84	18	84
1	91	10
44	57	98
63	70	26
71	81	6
86	10	33
15	93	85
72	13	65
3	12	71
3	38	69
85	94	45
51	74	54
2	73	56
53	74	93
57	2	74
77	64	63
5	23	25
33	1	23
78	98	59
91	76	16
70	22	26
51	85	80
16	76	62
34	90	94
41	87	28
21	43	85
11	23	68
20	100	23
34	42	1
13	79	63
64	2	8
29	21	98
24	33	94
51	2	82
35	26	87
51	86	30
38	100	11
4	84	44
5	57	74
99	86	53
67	98	92
83	2	44
88	82	93
15	35	98
38	25	4
40	74	87
92	29	29
35	91	25
91	98	49
34	32	85
93	14	2
84	6	37
60	97	97
44	67	85
3	21	26
52	11	36
16	24	6
86	80	29
17	97	64
15	45	43
75	22	37
56	68	28
74	10	60
70	78	89
90	13	76
80	59	93
68	100	37
19	100	13
67	60	13
22	6	94
19	7	72
8	24	62
66	60	49
41	34	14
34	100	41
80	69	98
63	23	50
42	19	96
35	9	12
58	65	83
47	86	32
65	53	38
97	83	62
67	7	100
33	64	36
57	27	100
52	52	82
20	71	47
17	99	15
60	96	20
75	57	100
50	36	55
73	64	4
21	94	61
86	45	82
23	54	69
15	83	99
56	90	8
87	58	4
49	44	23
34	95	5
59	87	93
57	67	58
78	24	91
92	42	90
67	38	29
91	26	20
92	28	29
44	77	9
88	69	31
78	33	62
86	23	67
39	71	78
73	94	27
60	21	4
33	41	30
32	81	44
54	98	40
17	80	1
27	52	14
33	21	4
94	24	54
54	92	85
7	73	84
98	100	12
23	74	33
65	8	97
89	86	44
15	5	64
28	41	40
44	59	30
1	14	8
28	88	77
91	55	28
67	66	28
43	8	59
24	59	66
85	22	20
77	38	71
3	53	28
20	59	55
88	84	55
11	40	96
78	78	32
70	23	16
13	12	99
76	65	13
58	76	33
99	48	19
95	82	45
3	41	97
96	4	98
4	84	26
79	96	6
14	42	36
86	43	37
4	46	44
27	92	45
78	58	31
83	64	98
76	23	25
41	6	84
61	98	52
39	21	66
68	93	48
84	8	10
81	23	28
36	30	25
85	2	65
9	95	33
97	63	23
75	35	5
33	56	37
60	67	47
35	8	14
83	27	9
31	4	14
9	1	3
36	77	88
97	15	49
40	20	24
99	15	21
41	44	100
93	90	97
54	82	98
20	31	55
95	24	41
36	88	75
29	31	59
41	25	94
54	68	50
86	94	100
100	67	99
9	17	40
4	45	95
4	72	100
41	75	67
2	88	35
57	87	34
28	85	2
70	35	15
49	61	79
22	84	13
40	100	79
60	15	14
11	48	94
74	46	56
38	21	100
68	27	26
51	52	74
91	14	31
56	58	27
13	76	20
96	15	23
49	81	55
88	92	16
52	15	85
47	58	79
12	98	29
39	20	10
68	50	80
80	68	87
2	85	41
31	50	47
95	41	41
34	66	81
7	60	73
44	99	72
54	19	6
59	81	9
17	70	57
6	54	15
7	99	36
92	32	42
87	95	77
55	87	68
36	69	32
7	17	75
11	59	8
11	43	100
24	51	35
43	100	8
66	89	18
37	28	3
7	56	38
97	23	93
83	65	69
52	59	11
27	84	32
30	69	51
61	39	78
64	82	70
15	47	69
21	17	35
47	84	96
64	70	42
94	30	12
35	63	9
98	70	93
42	96	79
96	89	39
18	46	85
95	60	54
66	54	96
81	19	85
46	94	23
97	28	1
87	24	89
14	22	65
36	58	40
75	92	49
95	45	24
90	36	77
8	80	25
72	56	96
53	84	44
11	12	97
30	76	49
99	9	86
94	74	13
47	58	78
39	31	73
56	49	79
24	96	29
90	26	86
45	93	2
43	9	27
2	60	28
89	37	70
67	74	46
91	88	63
66	25	45
72	54	58
52	73	26
80	86	53
90	87	87
56	19	25
81	34	81
89	80	55
19	8	27
60	93	12
74	78	43
21	26	2
26	15	26
25	44	53
7	43	60
22	85	38
29	37	32
38	37	21
41	92	63
8	29	80
81	31	85
54	77	87
99	23	90
58	71	74
57	90	74
22	5	45
75	86	75
81	51	30
19	1	93
4	3	73
17	93	33
14	96	61
24	25	18
71	70	1
80	28	61
13	57	27
60	95	61
30	34	99
49	87	16
19	30	4
100	54	67
52	89	29
6	88	99
70	44	16
48	80	49
96	95	58
85	21	71
41	92	48
18	45	90
15	11	50
91	75	81
2	52	15
4	40	92
18	56	52
16	23	15
48	21	71
77	33	67
19	5	45
66	2	74
75	4	23
14	97	31
78	34	15
13	52	66
97	22	80
2	60	17
69	50	89
76	10	46
3	48	76
60	75	54
22	92	39
64	60	17
83	87	71
88	17	32
45	16	82
47	37	43
54	21	56
65	94	60
5	91	71
8	60	77
89	81	82
89	74	5
7	66	63
34	1	72
96	2	25
16	28	12
85	72	40
100	49	27
66	56	87
26	42	1
85	100	71
44	43	39
2	37	3
24	44	68
40	45	25
44	61	28
7	81	21
97	59	87
15	37	68
64	28	41
82	3	40
50	46	22
81	83	97
32	7	54
20	55	51
89	95	45
7	22	34
68	24	67
82	4	32
33	52	17
100	58	84
83	45	23
37	65	53
69	43	38
99	98	71
28	5	4
44	98	75
81	86	5
10	9	29
71	6	30
21	60	10
63	11	98
19	26	12
87	39	18
72	74	58
57	32	72
44	97	13
22	85	54
70	50	42
28	33	74
34	61	46
28	86	36
78	56	81
21	30	2
21	15	25
5	60	80
37	9	33
74	72	47
16	52	47
27	58	54
92	84	12
43	84	53
16	75	21
3	35	96
46	51	30
21	90	49
8	61	85
42	72	90
26	4	82
67	17	1
34	38	65
76	24	57
53	25	93
39	7	57
41	2	81
25	33	19
9	59	65
20	13	45
89	100	26
7	82	56
88	39	47
54	100	15
23	38	13
20	67	35
63	87	93
3	96	78
98	14	10
67	93	31
36	19	30
43	21	69
29	25	99
4	42	9
71	91	18
3	62	81
33	44	81
56	47	56
99	47	84
94	52	89
94	30	33
87	96	91
62	64	96
52	64	28
42	35	46
67	30	33
57	16	72
82	3	74
92	28	83
64	92	35
18	27	9
80	91	31
100	36	75
21	36	27
91	52	18
1	23	98
33	39	80
64	10	73
59	89	50
10	77	5
72	6	70
78	7	22
92	43	97
43	28	22
89	99	62
10	96	23
97	70	97
100	76	51
44	91	88
49	14	85
28	36	93
82	30	49
93	48	84
78	61	9
6	61	15
81	57	78
12	74	94
91	78	70
77	39	24
94	95	89
75	22	55
17	47	83
21	83	72
93	5	52
53	31	100
76	10	53
8	9	57
7	36	27
93	22	88
44	93	3
59	84	6
62	15	60
63	3	87
16	70	68
80	21	22
27	93	78
29	31	34
10	52	66
73	26	21
43	4	79
51	32	40
92	55	74
53	57	57
15	11	41
88	14	55
73	44	71
33	73	99
90	87	3
57	96	89
77	38	44
78	61	29
60	28	95
53	55	97
17	32	13
91	57	6
37	10	98
100	77	82
84	31	4
54	69	38
84	76	23
12	37	11
5	96	46
3	6	100
92	70	25
78	17	90
68	37	22
91	43	64
86	37	63
98	59	90
87	87	12
93	8	18
86	12	5
50	32	92
69	71	2
29	56	48
66	15	24
37	63	12
54	56	100
84	85	9
80	68	57
55	29	25
91	22	46
4	34	1
91	51	98
52	100	3
4	30	93
10	17	3
80	61	94
83	66	24
55	31	43
73	36	100
24	71	90
11	93	10
49	85	85
31	81	40
3	62	18
88	29	54
53	2	10
56	46	37
100	32	16
82	75	25
76	80	32
85	27	15
23	75	68
49	82	31
44	47	62
46	26	20
93	10	4
81	69	19
35	61	100
52	42	2
93	24	44
5	80	21
82	75	53
27	62	25
87	40	4
25	27	58
98	40	35
38	14	8
70	93	80
52	70	81
6	89	13
79	75	75
35	71	14
87	34	4
69	90	97
48	98	54
20	11	45
82	37	58
67	87	52
97	23	30
76	21	21
91	97	46
67	86	12
48	20	1
75	13	30
35	51	25
46	69	32
87	47	42
72	18	23
50	59	83
85	92	97
20	68	50
47	73	93
29	61	1
31	25	27
42	45	48
4	77	21
82	16	46
99	55	3
16	24	47
15	79	13
91	16	57
51	76	47
62	60	53
1	16	10
26	33	99
14	48	51
44	82	94
7	23	60
28	1	36
58	13	37
13	33	98
91	32	85
85	5	91
85	16	89
60	79	76
81	68	5
19	79	2
60	32	57
20	81	27
31	6	91
8	81	24
7	11	2
93	49	60
26	31	93
86	3	75
19	66	38
36	79	61
70	54	98
68	51	40
79	53	39
1	2	49
5	10	44
44	29	84
16	93	70
61	14	20
14	69	24
11	37	85
27	58	70
77	45	70
1	15	47
49	100	60
17	62	3
96	9	74
46	37	65
43	75	71
7	61	83
60	26	38
1	49	51
100	37	64
1	72	63
3	53	30
90	70	88
25	30	66
24	12	91
64	80	44
55	76	37
81	9	90
7	4	68
80	27	84
100	45	11
29	66	92
67	31	51
24	98	68
57	46	49
8	8	47
62	67	45
26	85	10
24	63	81
53	27	45
26	42	41
97	47	20
93	36	4
97	28	63
79	37	34
55	9	96
93	14	46
7	16	90
21	67	31
46	75	64
81	22	99
38	93	43
45	49	66
56	61	7
94	30	85
82	4	53
57	75	2
98	77	48
51	20	85
59	21	24
44	26	70
22	74	83
100	3	1
45	45	90
90	66	88
76	66	89
72	81	54
54	36	48
87	20	92
77	20	56
96	76	73
58	27	44
22	89	12
100	11	47
91	56	5
41	26	21
14	43	67
6	47	74
93	29	8
66	38	50
49	43	59
64	49	66
58	92	96
54	75	86
34	96	51
22	79	42
3	63	51
12	81	69
69	56	15
56	20	50
60	84	30
9	49	98
98	4	87
62	99	18
21	28	59
19	63	63
74	93	81
9	78	22
100	16	12
8	41	89
62	18	75
13	64	64
9	20	85
20	77	94
49	38	58
40	22	40
76	74	37
59	63	89
43	67	88
86	55	27
1	10	97
25	89	84
17	54	18
80	40	96
89	22	100
82	84	41
89	19	77
74	82	49
21	7	82
67	45	8
27	48	10
98	34	95
3	73	8
23	38	41
25	35	7
85	1	20
27	26	67
10	21	58
68	83	73
39	77	62
7	61	13
88	69	70
51	83	93
57	30	32
59	23	82
48	67	7
